Channel 1,Channel 2,Channel 3
12075,-4,0
12087,-3,0
12100,-3,0
12113,-4,0
12126,-3,0
12139,-5,0
12152,-3,0
12165,-5,0
12178,-2,0
12191,-4,0
12205,-4,0
12217,-3,0
12230,-1,0
12243,-3,0
12256,-4,0
12269,-3,0
12282,-1,0
12295,-4,0
12308,-2,0
12321,-4,0
12334,-1,0
12347,-6,0
12360,-5,0
12372,-5,0
12386,-3,0
12399,-5,0
